overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,years_at_club,contract_years_remaining,is_loaned,nationality_freq,league_freq,preferred_foot_Right,position_group_DEF,position_group_MID
73,74,3100000,32000,27,187,82,2.0,3,2,1,52.0,39.0,54.0,60.0,73.0,75.0,33,35,73,71,28,55,41,36,68,68,50,54,54,71,56,62,76,71,77,28,76,73,41,42,43,66,73,73,73,3.052054794520548,2.0,0,263,606,True,True,False
63,63,425000,1000,29,180,77,1.0,3,3,1,75.0,46.0,59.0,63.0,58.0,60.0,60,55,41,60,30,62,62,42,61,59,74,75,72,62,73,41,56,65,58,32,58,60,55,59,42,65,59,60,58,2.673972602739726,1.0,0,263,429,True,True,False
63,78,1100000,2000,19,169,65,1.0,3,3,1,65.0,49.0,66.0,63.0,46.0,59.0,58,50,53,73,44,60,60,48,68,66,68,63,66,55,73,55,61,63,59,40,51,45,62,67,53,65,47,45,42,1.5808219178082192,2.0,0,954,855,True,False,True
72,72,2000000,14000,29,181,82,1.0,3,2,1,46.0,41.0,56.0,53.0,74.0,71.0,39,33,72,69,46,46,33,49,65,50,43,48,69,73,63,54,73,51,78,43,78,77,37,51,44,75,76,73,65,0.2547945205479452,3.0,0,642,252,True,True,False
73,73,1500000,5000,33,183,78,2.0,4,2,1,43.0,37.0,49.0,65.0,75.0,73.0,35,19,73,62,42,63,46,46,60,66,41,44,60,72,66,56,70,69,71,64,84,75,16,33,34,71,75,76,76,1.2191780821917808,1.0,0,558,491,True,True,False
68,68,775000,10000,32,188,83,1.0,3,2,1,53.0,40.0,53.0,63.0,68.0,74.0,48,34,69,61,30,62,39,34,59,64,55,52,65,68,63,59,76,64,81,36,70,68,41,47,44,64,69,67,63,0.5780821917808219,2.0,0,104,1140,True,True,False
68,71,1600000,5000,26,181,70,2.0,3,3,1,73.0,64.0,64.0,68.0,27.0,54.0,58,66,39,68,53,68,57,55,64,69,74,73,73,66,74,61,59,56,62,66,32,22,66,65,56,54,24,30,24,0.019178082191780823,1.0,0,642,562,False,False,True
66,66,725000,1000,30,192,86,3.0,2,2,1,35.0,48.0,57.0,57.0,65.0,80.0,48,44,71,65,39,57,46,42,61,60,37,34,49,65,47,63,75,80,84,47,71,65,43,54,49,62,65,64,62,2.221917808219178,2.0,0,996,486,True,False,True
67,83,2700000,8000,20,183,68,1.0,3,3,1,88.0,66.0,58.0,72.0,24.0,53.0,51,68,38,62,63,75,71,64,48,71,86,89,78,59,64,68,64,52,62,62,28,21,61,59,57,59,20,28,17,1.643835616438356,1.0,0,263,888,True,False,True
64,75,1300000,7000,21,180,82,2.0,3,3,1,82.0,60.0,55.0,65.0,38.0,63.0,54,63,55,58,54,66,53,51,52,65,83,81,68,58,59,57,75,61,67,56,50,39,61,53,60,60,34,36,33,2.717808219178082,1.0,0,323,606,True,False,True
69,77,2900000,5000,24,189,84,2.0,3,2,1,65.0,40.0,54.0,60.0,68.0,76.0,36,40,65,66,31,57,40,29,63,65,61,68,58,67,52,48,77,70,82,30,68,68,52,52,45,66,70,68,67,1.16986301369863,1.0,0,41,606,True,True,False
65,65,700000,3000,29,178,71,2.0,3,3,1,74.0,62.0,61.0,66.0,28.0,59.0,63,63,49,62,59,66,61,59,58,65,76,73,72,57,73,62,60,68,54,62,58,18,60,61,54,65,27,30,21,1.2191780821917808,1.0,0,954,562,False,False,True
69,69,900000,10000,32,183,74,2.0,3,2,1,62.0,36.0,51.0,56.0,68.0,80.0,34,38,70,60,23,52,39,50,62,57,64,61,67,66,63,42,89,75,86,27,69,68,43,47,36,56,69,66,66,2.221917808219178,1.0,0,1329,606,True,True,False
67,67,850000,4000,30,184,78,1.0,3,2,1,56.0,48.0,60.0,61.0,66.0,65.0,49,52,68,69,37,59,43,42,64,69,56,56,50,64,54,58,68,57,67,34,67,63,37,62,54,49,66,69,64,2.221917808219178,3.0,0,315,460,True,False,True
65,74,1600000,1000,21,181,76,2.0,3,3,1,71.0,66.0,59.0,68.0,28.0,61.0,63,65,58,64,65,71,49,51,58,67,71,71,73,52,67,69,73,59,71,66,35,25,66,51,62,57,23,27,25,0.08493150684931507,3.0,0,833,430,True,False,True
66,69,1100000,5000,25,175,60,1.0,4,3,1,86.0,62.0,59.0,67.0,32.0,41.0,64,63,49,58,67,66,58,55,55,65,90,83,80,60,82,65,55,56,33,54,37,21,63,62,62,61,24,38,40,0.1917808219178082,2.0,0,833,431,True,False,True
68,76,2700000,2000,22,180,70,2.0,4,3,1,75.0,66.0,61.0,72.0,28.0,50.0,60,68,38,64,64,74,72,45,54,72,78,73,75,64,68,70,52,67,48,65,32,30,62,65,45,68,25,28,27,2.208219178082192,2.0,0,558,491,True,False,True
63,68,625000,4000,26,188,81,1.0,3,2,1,48.0,50.0,57.0,57.0,62.0,72.0,49,45,56,64,48,51,52,46,58,62,52,45,58,58,66,60,68,71,76,53,62,61,55,55,45,64,63,63,60,1.0547945205479452,1.0,0,387,762,True,False,True
63,66,600000,700,24,180,72,4.0,2,2,1,69.0,45.0,60.0,59.0,58.0,60.0,68,40,50,56,44,62,69,59,55,59,70,69,53,61,49,65,60,68,57,37,56,60,44,62,35,59,56,63,57,0.11506849315068493,1.0,0,1329,589,False,True,False
66,67,1000000,4000,26,185,68,1.0,3,3,1,84.0,65.0,54.0,66.0,28.0,65.0,56,66,56,63,59,65,43,38,41,64,83,84,75,65,68,68,65,76,61,59,61,26,66,55,63,59,18,31,26,0.16164383561643836,3.0,0,71,456,True,False,False
65,78,1700000,1000,22,195,80,1.0,3,2,1,64.0,46.0,54.0,57.0,62.0,73.0,44,45,63,64,45,54,45,40,60,60,62,65,56,63,65,55,75,70,78,40,65,62,45,46,48,56,62,63,62,0.6356164383561644,3.0,0,387,381,True,True,False
67,73,1600000,4000,22,174,65,1.0,3,3,1,67.0,61.0,65.0,65.0,41.0,46.0,55,65,46,74,57,66,51,51,68,67,67,67,49,64,79,55,45,63,40,60,42,27,68,66,59,61,41,44,50,0.15616438356164383,3.0,0,210,1140,True,False,True
71,78,3800000,12000,24,182,75,1.0,3,3,1,70.0,73.0,55.0,73.0,28.0,56.0,45,76,71,65,54,78,48,49,46,74,71,70,64,58,63,73,76,58,61,71,35,23,70,59,75,58,24,22,20,4.087671232876712,1.0,0,131,431,True,False,False
63,66,675000,1000,24,183,75,1.0,3,3,1,73.0,61.0,52.0,63.0,31.0,69.0,43,61,64,57,49,60,63,45,50,62,74,72,75,62,72,66,78,61,73,59,65,29,62,55,55,63,25,29,26,0.09863013698630137,3.0,0,252,403,True,False,False
62,78,1000000,2000,18,181,71,1.0,3,3,1,80.0,58.0,58.0,64.0,49.0,58.0,52,62,50,64,44,64,30,47,60,65,78,82,64,59,66,57,65,61,56,58,58,58,62,62,37,65,32,59,49,0.2191780821917808,5.0,0,128,274,True,False,True
68,68,1200000,6000,28,169,60,2.0,4,3,1,84.0,62.0,62.0,71.0,31.0,48.0,64,65,42,64,55,73,58,48,56,72,86,82,80,50,73,65,57,57,48,56,35,25,55,63,69,55,28,35,33,2.221917808219178,2.0,0,315,562,True,False,False
63,72,1000000,500,23,185,79,3.0,3,2,1,62.0,52.0,55.0,60.0,59.0,73.0,47,50,58,63,26,59,35,33,60,60,58,65,61,58,66,67,68,79,72,48,71,60,63,55,36,58,57,61,59,1.2191780821917808,1.0,0,996,486,True,False,True
59,64,350000,1000,23,186,82,1.0,4,2,1,62.0,55.0,52.0,58.0,51.0,72.0,33,55,60,59,55,57,47,45,55,60,62,62,59,57,64,61,75,66,78,48,63,53,61,58,56,52,44,56,45,0.14520547945205478,5.0,0,365,382,True,False,False
63,75,1200000,8000,21,173,70,3.0,3,3,1,84.0,55.0,53.0,67.0,37.0,66.0,54,55,48,56,51,69,54,45,45,62,82,85,77,58,81,59,70,63,70,55,58,35,56,56,48,58,33,39,37,1.210958904109589,1.0,1,274,604,True,False,True
63,73,1100000,2000,20,185,76,1.0,4,3,1,68.0,61.0,61.0,64.0,31.0,62.0,57,63,53,63,57,66,62,65,57,64,69,68,61,58,60,59,64,53,64,61,70,23,61,62,61,58,33,29,26,1.210958904109589,1.0,1,230,762,False,False,True
64,65,700000,1000,25,180,71,2.0,2,3,1,63.0,58.0,63.0,67.0,48.0,51.0,61,60,42,67,51,68,53,51,62,68,62,63,66,60,74,60,48,48,53,54,52,49,61,63,55,58,48,50,44,5.082191780821918,2.0,0,53,491,True,False,True
61,73,800000,9000,20,177,74,4.0,3,3,1,75.0,56.0,58.0,62.0,48.0,57.0,57,55,43,59,49,61,60,51,56,58,76,74,74,55,71,60,54,68,52,58,56,47,54,59,53,60,50,51,42,1.210958904109589,1.0,1,1329,589,False,False,True
67,70,1200000,4000,27,195,75,1.0,3,2,1,62.0,45.0,58.0,61.0,64.0,78.0,46,45,58,68,34,60,37,33,64,68,55,67,61,58,37,54,73,75,85,38,66,62,50,58,45,55,60,69,66,1.6,0.0,0,833,714,False,False,True
61,77,850000,2000,20,180,66,1.0,3,2,1,63.0,53.0,61.0,65.0,53.0,46.0,52,52,32,66,49,60,59,58,60,63,72,55,83,64,86,49,39,54,39,62,56,54,55,62,50,61,54,58,51,0.12876712328767123,4.0,0,930,460,True,False,True
64,79,1400000,1000,19,193,80,1.0,2,2,1,46.0,60.0,61.0,60.0,62.0,66.0,55,61,60,65,48,64,54,42,64,66,40,50,33,63,36,62,66,55,76,60,53,64,63,64,54,53,61,64,57,2.8876712328767122,2.0,0,387,381,True,False,True
62,73,875000,3000,20,185,72,1.0,4,3,1,80.0,57.0,55.0,62.0,49.0,57.0,58,57,48,57,49,60,51,42,52,66,78,82,62,55,67,62,62,62,56,56,53,49,56,56,45,55,46,52,46,0.16164383561643836,5.0,0,346,274,True,False,False
57,68,375000,650,21,176,72,1.0,3,2,1,67.0,46.0,57.0,57.0,51.0,73.0,51,44,45,61,37,52,49,50,63,56,71,64,71,57,77,56,67,69,74,44,75,50,48,57,40,59,48,57,54,2.136986301369863,1.0,0,46,269,True,False,True
62,62,250000,1000,33,180,73,4.0,3,2,1,77.0,60.0,54.0,61.0,34.0,65.0,54,61,58,55,62,58,62,38,53,62,78,77,71,62,67,64,73,69,64,53,62,27,63,54,60,64,37,30,23,0.958904109589041,1.0,0,323,589,True,False,False
66,83,2100000,2000,18,175,67,1.0,3,2,1,69.0,55.0,56.0,62.0,61.0,62.0,32,57,44,68,32,60,34,35,63,66,71,68,62,63,77,56,56,77,57,55,56,67,59,62,42,48,55,68,61,0.6383561643835617,2.0,0,67,383,True,False,True
65,71,1100000,1000,22,186,79,1.0,4,3,1,70.0,40.0,61.0,61.0,61.0,71.0,65,37,51,63,30,60,62,32,62,63,69,70,62,61,62,58,69,71,75,30,61,62,53,60,36,62,62,62,58,3.632876712328767,1.0,0,252,403,True,True,False
62,62,400000,5000,28,187,81,1.0,2,3,1,82.0,60.0,50.0,62.0,32.0,71.0,44,61,60,55,58,59,51,42,41,61,81,83,80,56,74,59,86,66,82,56,45,20,60,55,63,54,30,34,26,8.191780821917808,0.0,0,336,1140,True,False,False
63,70,975000,1000,24,180,70,3.0,2,3,1,84.0,64.0,58.0,67.0,30.0,56.0,64,66,44,59,60,67,66,50,50,65,81,87,70,59,74,64,60,66,56,63,44,30,65,58,56,64,41,19,20,0.2191780821917808,1.0,0,315,604,True,False,False
61,65,475000,650,24,190,75,4.0,3,2,1,53.0,61.0,55.0,57.0,47.0,73.0,49,62,66,59,52,56,51,40,56,59,50,55,55,58,64,68,72,65,78,52,69,48,61,57,59,54,44,45,42,0.2191780821917808,2.0,0,241,589,True,False,False
69,70,1600000,7000,27,189,85,2.0,3,2,1,56.0,69.0,52.0,66.0,34.0,77.0,40,74,70,62,64,67,46,40,40,66,55,56,64,69,58,68,77,72,82,60,69,28,72,62,62,60,38,26,17,0.2191780821917808,3.0,0,996,474,True,False,False
67,74,2100000,2000,23,175,65,3.0,4,3,1,82.0,66.0,54.0,68.0,24.0,57.0,53,68,58,60,63,66,54,50,41,67,81,83,78,67,71,65,71,58,57,61,52,28,69,53,64,60,13,23,22,5.1808219178082195,1.0,0,128,604,True,False,False
69,78,3100000,13000,22,174,67,1.0,4,3,1,79.0,60.0,62.0,69.0,32.0,52.0,68,65,37,64,52,68,58,44,56,69,80,78,80,62,78,59,52,79,47,52,31,32,62,61,58,56,28,34,32,3.221917808219178,1.0,0,930,488,True,False,True
69,69,1300000,9000,28,186,79,1.0,3,2,1,72.0,28.0,55.0,65.0,67.0,72.0,61,23,66,65,36,65,53,35,48,65,76,69,65,66,63,34,80,72,74,29,67,67,35,44,37,60,63,71,67,2.2273972602739724,1.0,0,996,762,False,True,False
67,72,1500000,4000,23,171,63,1.0,2,3,1,78.0,62.0,59.0,70.0,28.0,54.0,68,61,49,64,51,71,54,40,56,71,80,76,67,66,84,75,58,74,47,51,44,22,67,49,60,48,20,33,31,1.1753424657534246,3.0,0,642,460,True,False,False
62,67,600000,3000,25,186,75,1.0,3,3,1,77.0,60.0,59.0,63.0,41.0,60.0,53,61,56,63,59,63,48,44,58,64,74,79,62,56,62,61,70,64,65,60,41,28,63,63,52,57,43,39,47,1.2191780821917808,4.0,0,230,762,True,False,False
68,68,1000000,4000,30,181,71,1.0,3,2,1,39.0,44.0,66.0,65.0,63.0,64.0,58,38,48,72,48,63,52,44,71,72,42,37,53,66,65,51,53,67,67,46,55,65,53,68,48,73,67,63,60,1.1342465753424658,1.0,0,930,429,True,False,True
61,62,350000,650,26,173,69,3.0,2,2,1,72.0,44.0,54.0,60.0,56.0,61.0,56,40,53,55,37,56,56,40,54,57,71,73,78,59,81,52,63,60,59,44,68,58,53,53,45,55,55,57,55,2.219178082191781,1.0,0,128,604,True,True,False
62,62,350000,1000,28,185,79,1.0,3,2,1,63.0,51.0,54.0,56.0,63.0,68.0,49,50,60,60,40,53,44,45,57,59,61,64,58,61,60,59,71,66,71,49,60,63,52,50,51,55,65,64,60,1.2191780821917808,3.0,0,252,403,True,False,True
63,63,160000,6000,34,177,81,1.0,2,2,1,61.0,43.0,56.0,54.0,63.0,67.0,57,42,67,63,26,51,58,48,58,54,62,60,62,58,59,49,71,67,70,40,59,60,52,42,52,65,60,66,61,5.956164383561644,3.0,0,102,222,True,True,False
62,66,500000,1000,25,185,83,4.0,3,2,1,66.0,47.0,55.0,57.0,59.0,74.0,48,42,52,62,36,55,40,38,58,57,67,66,57,57,72,56,68,78,73,49,71,59,54,56,42,57,57,62,60,2.6684931506849314,1.0,0,1329,589,True,False,True
66,78,1900000,2000,19,192,78,1.0,3,2,1,69.0,40.0,55.0,61.0,63.0,70.0,58,28,63,63,28,60,40,28,55,64,73,65,60,63,55,58,85,66,72,50,66,65,42,50,48,59,59,65,64,1.558904109589041,2.0,0,396,456,True,True,False
62,65,550000,900,23,185,79,1.0,4,3,1,67.0,55.0,61.0,63.0,50.0,56.0,56,58,39,65,41,62,58,56,60,64,69,66,64,61,63,56,49,64,54,54,52,54,62,64,44,57,48,53,45,0.12602739726027398,3.0,0,67,381,False,False,True
67,70,1400000,6000,24,175,77,1.0,3,2,1,73.0,66.0,51.0,67.0,32.0,66.0,45,70,66,58,54,65,50,41,44,69,75,71,71,63,78,66,79,63,75,60,46,22,66,54,59,55,32,28,25,1.210958904109589,0.0,1,954,855,True,False,False
67,71,1400000,5000,25,186,80,1.0,4,3,1,84.0,67.0,49.0,66.0,29.0,66.0,38,68,61,55,58,65,47,46,37,67,82,85,75,63,65,68,79,62,70,65,57,25,65,58,65,60,31,22,21,0.2191780821917808,3.0,0,210,429,True,False,False
65,78,1800000,3000,21,173,68,1.0,2,3,1,82.0,64.0,58.0,65.0,29.0,59.0,58,67,53,59,59,64,58,48,55,68,83,81,64,48,79,69,71,63,60,54,50,22,65,59,59,58,28,26,27,2.6082191780821917,1.0,0,131,431,True,False,True
63,63,475000,1000,28,176,67,1.0,3,3,1,72.0,48.0,58.0,61.0,57.0,65.0,60,48,46,63,39,60,47,36,58,64,70,74,66,57,67,52,57,82,59,44,60,58,55,56,40,46,57,59,55,2.210958904109589,1.0,0,263,429,True,False,True
58,69,450000,500,19,188,70,3.0,4,3,1,73.0,50.0,54.0,61.0,53.0,68.0,42,52,51,61,39,61,39,41,58,60,75,72,70,54,76,51,68,69,68,48,65,48,53,58,46,48,48,60,55,3.221917808219178,2.0,0,315,604,True,False,True
64,75,1300000,7000,21,186,75,2.0,3,3,1,67.0,55.0,57.0,64.0,55.0,62.0,42,56,50,67,42,67,42,45,61,65,65,68,51,67,50,50,58,67,57,61,67,66,65,56,50,61,45,62,48,1.210958904109589,1.0,1,642,491,False,False,True
71,71,2000000,10000,26,171,66,1.0,2,4,1,89.0,65.0,58.0,75.0,30.0,49.0,66,69,41,64,53,76,41,38,55,74,86,91,88,62,73,65,53,66,41,62,48,25,68,50,55,57,28,32,29,1.621917808219178,1.0,0,95,855,True,False,True
62,74,925000,3000,21,191,78,1.0,3,2,1,68.0,47.0,59.0,59.0,60.0,66.0,44,44,58,66,39,58,50,53,64,67,64,72,51,57,47,57,70,60,71,46,60,61,42,60,47,52,59,63,58,1.210958904109589,1.0,1,396,456,True,True,False
62,67,550000,650,24,173,70,4.0,3,2,1,60.0,51.0,58.0,61.0,58.0,62.0,50,47,47,65,40,59,45,38,63,60,61,59,62,60,83,55,57,65,62,56,58,59,57,58,46,55,58,60,58,5.161643835616438,2.0,0,128,589,True,False,True
72,75,3100000,22000,26,180,75,1.0,3,2,1,65.0,74.0,56.0,66.0,23.0,60.0,52,76,73,65,69,65,55,50,45,70,66,64,55,70,65,75,79,55,73,71,29,16,74,52,74,68,20,16,19,0.1726027397260274,3.0,0,227,97,True,False,False
59,64,325000,1000,25,182,80,1.0,3,3,1,56.0,54.0,60.0,58.0,55.0,63.0,57,51,47,60,52,57,61,57,61,61,58,54,60,58,51,57,57,64,67,59,55,57,53,61,52,58,53,58,51,1.6684931506849314,0.0,0,365,382,True,False,True
61,66,450000,3000,24,187,79,1.0,2,2,1,61.0,47.0,54.0,57.0,59.0,74.0,46,41,72,59,41,58,43,43,55,57,60,61,60,58,48,64,81,72,77,42,65,65,55,57,45,53,64,50,49,0.7013698630136986,3.0,0,833,888,True,False,True
66,66,350000,5000,35,164,68,1.0,2,4,1,58.0,61.0,68.0,68.0,31.0,44.0,68,60,46,68,61,67,67,64,67,70,66,51,62,60,80,58,36,60,38,66,43,41,64,72,61,72,19,33,29,1.906849315068493,4.0,0,303,888,False,False,True
65,65,240000,2000,36,188,81,1.0,3,2,1,71.0,63.0,53.0,61.0,31.0,71.0,50,64,64,55,51,60,56,46,46,65,66,75,56,58,54,65,75,51,75,61,84,26,72,59,66,66,31,27,24,0.14520547945205478,1.0,0,46,297,False,False,False
67,76,2200000,4000,21,183,77,2.0,3,2,1,58.0,38.0,60.0,62.0,66.0,67.0,51,34,62,70,31,59,36,39,64,65,65,53,69,64,67,51,69,69,67,32,62,65,47,59,41,58,65,69,64,2.221917808219178,5.0,0,996,474,True,False,True
69,78,2900000,15000,22,187,80,1.0,3,2,1,64.0,42.0,52.0,62.0,68.0,71.0,38,45,66,66,31,60,32,33,63,66,60,68,59,68,61,45,75,59,79,34,65,67,50,43,45,59,66,70,67,0.6246575342465753,4.0,0,210,762,True,True,False
66,67,800000,3000,28,183,76,1.0,3,2,1,60.0,37.0,61.0,59.0,67.0,64.0,62,31,64,69,58,54,65,28,58,67,59,61,59,68,57,48,67,67,64,35,58,71,49,53,30,48,66,67,66,1.2191780821917808,1.0,0,930,1140,True,True,False
68,75,2200000,5000,23,190,88,1.0,3,2,1,81.0,33.0,53.0,62.0,67.0,75.0,43,27,65,68,29,64,31,28,68,59,80,81,59,68,52,46,85,69,81,29,63,67,53,37,37,68,68,67,65,1.1972602739726028,2.0,0,361,429,False,True,False
70,70,750000,5000,33,184,80,1.0,3,2,1,52.0,44.0,53.0,58.0,69.0,77.0,42,34,67,66,36,55,41,34,60,61,53,52,49,70,65,64,75,75,82,48,69,69,38,42,46,64,70,69,68,10.808219178082192,0.0,0,387,381,True,True,False
70,84,3700000,10000,21,190,79,1.0,3,2,1,63.0,41.0,57.0,56.0,68.0,77.0,40,31,67,73,35,51,47,34,66,69,59,67,39,61,45,65,77,75,82,42,65,73,34,48,40,64,59,73,67,3.221917808219178,3.0,0,39,888,True,False,True
68,68,400000,11000,34,176,70,1.0,2,2,1,68.0,35.0,53.0,61.0,69.0,69.0,58,28,65,60,32,55,41,36,50,67,66,69,65,67,66,43,71,69,67,37,71,65,58,43,43,50,71,70,67,1.115068493150685,0.0,0,954,222,False,True,False
68,81,2800000,4000,22,187,78,1.0,3,2,1,65.0,35.0,56.0,61.0,67.0,77.0,59,34,66,62,27,59,42,33,60,62,64,66,66,62,62,48,77,73,79,28,75,65,29,49,35,54,66,66,75,2.1534246575342464,1.0,0,323,456,False,True,False
60,60,80000,500,35,179,74,1.0,2,2,1,54.0,50.0,57.0,54.0,55.0,68.0,59,38,47,59,44,47,50,58,55,58,55,54,67,56,70,70,57,74,70,57,58,56,53,55,52,58,57,56,56,6.2246575342465755,4.0,0,252,403,False,True,False
63,78,1100000,2000,19,170,71,1.0,2,3,1,69.0,66.0,58.0,66.0,33.0,58.0,58,65,43,59,59,65,70,49,53,66,68,69,67,60,77,75,50,56,54,64,70,37,62,58,60,71,27,33,29,0.06301369863013699,4.0,0,642,460,False,False,False
68,68,1000000,6000,31,180,77,1.0,3,3,1,82.0,59.0,60.0,76.0,28.0,62.0,60,60,46,65,46,80,47,46,53,72,81,82,81,67,73,60,68,74,65,58,36,34,61,65,53,63,23,26,21,3.5561643835616437,5.0,0,642,1140,True,False,True
65,76,1500000,5000,19,168,61,1.0,2,2,1,69.0,47.0,59.0,63.0,60.0,55.0,45,48,45,67,38,60,39,41,64,68,70,69,61,68,82,47,50,62,47,47,65,62,58,67,37,47,61,64,60,1.7178082191780821,1.0,0,95,128,True,False,True
64,76,1400000,10000,21,180,68,3.0,5,3,1,83.0,43.0,55.0,60.0,59.0,60.0,57,43,52,57,37,58,48,39,55,58,82,84,71,59,73,46,68,63,58,38,59,59,54,55,42,57,58,63,61,1.210958904109589,1.0,1,41,604,True,True,False
59,63,325000,500,24,170,65,4.0,3,3,1,80.0,48.0,58.0,63.0,54.0,43.0,56,45,55,63,40,61,52,44,61,58,84,76,81,57,83,55,56,53,32,47,53,54,54,55,54,54,53,55,54,1.2191780821917808,1.0,0,7,589,True,False,True
64,76,1400000,6000,22,191,82,1.0,3,2,1,54.0,48.0,59.0,59.0,62.0,65.0,50,42,59,66,39,57,42,49,64,63,54,54,63,63,50,56,64,55,68,51,68,60,56,58,52,52,61,66,62,3.221917808219178,4.0,0,19,762,True,False,True
66,67,1000000,4000,27,178,75,2.0,3,3,1,70.0,65.0,51.0,66.0,30.0,67.0,36,68,69,63,59,66,50,46,41,67,73,68,73,64,71,62,76,67,68,61,62,23,64,55,64,49,41,17,14,2.221917808219178,1.0,0,930,562,True,False,False
61,67,525000,750,24,178,60,1.0,3,2,1,72.0,46.0,58.0,60.0,54.0,64.0,63,45,44,59,41,59,60,49,53,57,69,75,75,57,72,54,55,76,61,42,58,53,54,58,40,55,53,58,54,2.221917808219178,2.0,0,274,269,False,False,True
70,77,3000000,5000,23,188,74,2.0,3,2,1,68.0,37.0,52.0,60.0,69.0,78.0,35,30,68,65,33,55,42,30,54,65,62,72,64,65,54,57,79,76,83,36,70,67,35,55,35,60,68,71,69,1.1342465753424658,3.0,0,930,562,False,True,False
68,71,1600000,4000,25,174,60,2.0,4,3,1,77.0,66.0,66.0,67.0,25.0,47.0,64,67,38,66,58,67,67,67,65,67,78,77,70,65,67,68,51,65,45,68,30,21,65,67,48,65,28,21,22,1.210958904109589,1.0,1,930,562,True,False,True
65,71,1100000,9000,24,173,69,2.0,3,3,1,72.0,59.0,58.0,69.0,36.0,60.0,58,59,34,60,49,71,63,51,53,67,75,70,70,56,79,64,51,71,53,59,64,41,65,61,41,59,34,35,36,2.2054794520547945,1.0,0,274,606,True,False,True
65,76,1600000,1000,21,184,72,3.0,4,3,1,73.0,66.0,51.0,65.0,36.0,59.0,42,67,60,58,55,65,49,36,47,64,75,72,70,63,72,72,72,63,61,61,48,33,66,55,55,62,30,38,29,0.049315068493150684,4.0,0,1329,604,True,False,False
61,62,375000,750,27,179,76,4.0,2,3,1,86.0,57.0,56.0,63.0,43.0,55.0,59,60,53,59,54,62,59,42,45,60,82,90,77,58,63,57,62,51,60,54,48,40,60,58,50,61,44,41,40,2.221917808219178,1.0,0,1329,589,True,False,False
63,70,925000,1000,23,170,67,1.0,4,2,1,73.0,55.0,52.0,60.0,58.0,59.0,60,56,52,58,52,57,44,38,53,60,72,73,70,58,86,58,63,70,58,59,48,56,45,38,37,45,57,62,59,0.6383561643835617,4.0,0,71,383,False,True,False
59,59,190000,500,31,181,83,1.0,3,3,1,63.0,56.0,57.0,59.0,52.0,59.0,58,55,55,58,51,59,55,56,51,59,62,63,63,58,50,61,65,38,66,54,67,55,61,60,55,60,52,50,52,1.7835616438356163,0.0,0,323,229,True,False,False
61,64,400000,2000,25,190,76,1.0,3,3,1,71.0,54.0,52.0,56.0,58.0,68.0,56,54,62,55,53,55,41,30,49,57,67,75,61,60,51,63,77,56,78,46,58,59,58,55,47,55,55,59,57,0.17534246575342466,1.0,0,230,762,True,True,False
63,71,1000000,2000,23,170,73,1.0,3,2,1,62.0,50.0,58.0,62.0,60.0,58.0,61,51,54,61,29,64,44,40,59,60,67,58,55,59,80,55,56,64,50,48,69,65,60,56,43,64,57,62,59,1.7534246575342465,0.0,0,359,714,True,True,False
58,58,150000,2000,31,170,67,1.0,4,3,1,62.0,55.0,55.0,63.0,55.0,56.0,56,53,59,57,45,61,58,43,54,58,55,67,78,55,81,62,58,62,55,60,51,55,53,55,45,61,55,55,51,0.6438356164383562,1.0,0,336,1140,True,True,False
62,70,875000,3000,23,176,70,1.0,3,3,1,77.0,47.0,58.0,61.0,52.0,67.0,69,43,49,59,33,62,50,52,55,59,80,74,70,50,70,60,69,65,70,48,63,50,56,51,31,47,49,55,56,0.21095890410958903,1.0,0,99,888,True,False,True
66,72,1400000,5000,24,181,77,1.0,2,3,1,80.0,60.0,60.0,68.0,28.0,58.0,62,61,54,64,51,69,58,55,52,67,80,80,78,57,76,62,70,64,62,56,38,12,63,58,61,51,36,26,12,1.210958904109589,1.0,1,210,1140,False,False,False
61,66,500000,850,24,173,65,3.0,4,3,1,65.0,44.0,58.0,67.0,58.0,55.0,45,44,41,67,44,64,51,42,62,66,72,60,80,64,79,48,50,66,50,36,53,64,52,60,50,66,64,55,52,1.16986301369863,1.0,0,274,604,False,False,True
60,60,80000,4000,34,190,80,1.0,3,2,1,34.0,58.0,55.0,55.0,55.0,74.0,49,59,70,60,59,54,51,50,55,57,35,33,50,54,63,62,70,66,81,51,69,55,61,55,61,60,51,54,54,1.210958904109589,0.0,1,336,1140,True,True,False
65,65,750000,2000,27,183,75,2.0,3,3,1,48.0,52.0,66.0,65.0,56.0,61.0,66,45,29,69,39,65,52,58,68,69,64,34,61,64,62,55,47,65,56,71,74,59,57,63,40,59,58,61,52,1.2191780821917808,2.0,0,558,491,True,False,True
